#NA_summits Enhancers
#Created from /Users/jeremie/Documents/Projects/BroadInstitute/superenhancers/NA_summits_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by mapped_sorted.bam
#Using cutoff of 9718.6812 for Super-Enhancers
#Created on avr 01 2019 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mapped_sorted.bam	enhancerRank	isSuper
3_NA_peak_53_lociStitched	1	1590596	1610261	3	6	22868.4285	71	1
2_NA_peak_23723_lociStitched	8	66742428	66754612	2	4	22843.7816	72	1
3_NA_peak_24522_lociStitched	8	130655465	130677705	3	6	22386.784	73	1
4_NA_peak_144_lociStitched	1	3797155	3817110	4	8	22301.708	74	1
3_NA_peak_10954_lociStitched	17	41464758	41476509	3	6	22281.0711	75	1
6_NA_peak_23893_lociStitched	8	86769043	86817039	6	12	22265.3444	76	1
3_NA_peak_24241_lociStitched	8	108318412	108327382	3	6	22225.866	77	1
8_NA_peak_21167_lociStitched	6	26172535	26217276	8	16	22057.313	78	1
7_NA_peak_2098_lociStitched	1	161123935	161156399	7	14	21838.5328	79	1
7_NA_peak_10414_lociStitched	17	7455991	7487277	7	14	21612.3688	80	1
7_NA_peak_13001_lociStitched	19	40916314	40950882	7	14	21591.1728	81	1
7_NA_peak_625_lociStitched	1	28559322	28586873	7	14	21555.9024	82	1
3_NA_peak_4756_lociStitched	11	65186959	65197617	3	6	21139.0772	83	1
6_NA_peak_24758_lociStitched	8	145499445	145527211	6	12	21132.7026	84	1
4_NA_peak_24391_lociStitched	8	124085020	124108833	4	8	20800.6555	85	1
4_NA_peak_24650_lociStitched	8	142160084	142174640	4	8	20705.91	86	1
3_NA_peak_23952_lociStitched	8	90987157	90996756	3	6	20487.1457	87	1
3_NA_peak_23759_lociStitched	8	67967409	67976845	3	6	20380.8164	88	1
6_NA_peak_10391_lociStitched	17	7141457	7164760	6	12	20373.8129	89	1
6_NA_peak_3769_lociStitched	10	99160811	99186205	6	12	20373.6062	90	1
5_NA_peak_694_lociStitched	1	32403600	32422206	5	10	20345.661	91	1
6_NA_peak_1941_lociStitched	1	154928102	154955956	6	12	20210.8624	92	1
8_NA_peak_17672_lociStitched	3	50359055	50396777	8	16	20173.7256	93	1
6_NA_peak_5576_lociStitched	12	7036986	7062521	6	12	20144.5615	94	1
4_NA_peak_79_lociStitched	1	2158947	2187490	4	8	20131.3779	95	1
5_NA_peak_25701_lociStitched	9	135978479	136009651	5	10	20093.4712	96	1
3_NA_peak_7663_lociStitched	14	35008728	35025714	3	6	20021.3982	97	1
4_NA_peak_24727_lociStitched	8	144679504	144699411	4	8	19984.6373	98	1
2_NA_peak_969_lociStitched	1	44872811	44883767	2	4	19769.0064	99	1
2_NA_peak_176_lociStitched	1	6409120	6419567	2	4	19525.443	100	1
4_NA_peak_10552_lociStitched	17	17727503	17753266	4	8	19425.302	101	1
6_NA_peak_13468_lociStitched	19	56135849	56166607	6	12	19211.4468	102	1
4_NA_peak_6176_lociStitched	12	57070908	57094308	4	8	19094.4	103	1
6_NA_peak_12540_lociStitched	19	12886203	12917533	6	12	19045.507	104	1
4_NA_peak_6759_lociStitched	12	123356199	123380269	4	8	18950.311	105	1
5_NA_peak_8295_lociStitched	14	105940774	105957757	5	10	18766.215	106	1
5_NA_peak_6731_lociStitched	12	122227581	122240985	5	10	18606.0924	107	1
5_NA_peak_21332_lociStitched	6	31695103	31707144	5	10	18593.7122	108	1
7_NA_peak_6786_lociStitched	12	123917782	123942930	7	14	18566.7684	109	1
4_NA_peak_24559_lociStitched	8	134086809	134105635	4	8	18556.7882	110	1
7_NA_peak_15980_lociStitched	20	43588724	43621574	7	14	18478.125	111	1
5_NA_peak_2020_lociStitched	1	156698359	156722056	5	10	18123.4656	112	1
7_NA_peak_12549_lociStitched	19	13044398	13094244	7	14	18074.1596	113	1
6_NA_peak_14123_lociStitched	2	64863449	64881643	6	12	17659.0964	114	1
5_NA_peak_11490_lociStitched	17	76732296	76755906	5	10	17528.064	115	1
10_NA_peak_12283_lociStitched	19	4059050	4090282	10	20	17468.0576	116	1
5_NA_peak_74_lociStitched	1	2121313	2143853	5	10	17412.15	117	1
3_NA_peak_5952_lociStitched	12	48196802	48213270	3	6	17189.2984	118	1
6_NA_peak_13705_lociStitched	2	24128107	24150327	6	12	17167.172	119	1
7_NA_peak_5321_lociStitched	11	118783541	118810964	7	14	17092.7559	120	1
3_NA_peak_21547_lociStitched	6	42738523	42751015	3	6	17081.5608	121	1
3_NA_peak_7999_lociStitched	14	75714172	75726231	3	6	17033.3375	122	1
5_NA_peak_606_lociStitched	1	28190234	28212007	5	10	16987.2946	123	1
7_NA_peak_13562_lociStitched	19	59050043	59070728	7	14	16934.8095	124	1
5_NA_peak_2008_lociStitched	1	156460245	156475474	5	10	16852.4114	125	1
6_NA_peak_5621_lociStitched	12	8828058	8862146	6	12	16696.3024	126	1
5_NA_peak_981_lociStitched	1	45187723	45205767	5	10	16672.656	127	1
5_NA_peak_26160_lociStitched	X	23785337	23801508	5	10	16628.6393	128	1
3_NA_peak_23602_lociStitched	8	56792110	56798508	3	6	16519.636	129	1
5_NA_peak_23726_lociStitched	8	66824390	66843073	5	10	16517.6403	130	1
6_NA_peak_12613_lociStitched	19	14607142	14640508	6	12	16462.7844	131	1
4_NA_peak_24159_lociStitched	8	103801085	103819062	4	8	16427.3826	132	1
3_NA_peak_24692_lociStitched	8	144100101	144108180	3	6	16375.3251	133	1
6_NA_peak_877_lociStitched	1	40839597	40853384	6	12	16351.382	134	1
4_NA_peak_214_lociStitched	1	8483655	8509288	4	8	16294.8981	135	1
4_NA_peak_24081_lociStitched	8	101163020	101180301	4	8	16238.9557	136	1
3_NA_peak_23457_lociStitched	8	42123185	42137830	3	6	16235.447	137	1
5_NA_peak_24576_lociStitched	8	134531291	134539365	5	10	16199.6736	138	1
5_NA_peak_12604_lociStitched	19	14481231	14495071	5	10	16106.992	139	1
5_NA_peak_4642_lociStitched	11	62358855	62389436	5	10	15736.9826	140	1
5_NA_peak_1687_lociStitched	1	144982903	145009415	5	10	15729.5696	141	1
5_NA_peak_8418_lociStitched	15	32865241	32887722	5	10	15662.5127	142	1
5_NA_peak_7920_lociStitched	14	69260425	69283334	5	10	15589.5745	143	1
5_NA_peak_1763_lociStitched	1	147994009	148025632	5	10	15520.5684	144	1
4_NA_peak_9108_lociStitched	15	90931674	90945439	4	8	15506.2725	145	1
6_NA_peak_26796_lociStitched	X	148584857	148607482	6	12	15407.625	146	1
2_NA_peak_24244_lociStitched	8	108344963	108355657	2	4	15231.4642	147	1
3_NA_peak_3036_lociStitched	10	11207712	11221665	3	6	15218.5371	148	1
2_NA_peak_817_lociStitched	1	38387481	38397305	2	4	15192.816	149	1
3_NA_peak_97_lociStitched	1	2479970	2487935	3	6	15159.7845	150	1
5_NA_peak_20856_lociStitched	6	2719421	2740935	5	10	15158.7644	151	1
5_NA_peak_5462_lociStitched	12	731479	752357	5	10	15151.1646	152	1
4_NA_peak_16515_lociStitched	21	45970030	45986800	4	8	15091.323	153	1
4_NA_peak_545_lociStitched	1	26604965	26617659	4	8	15076.6638	154	1
6_NA_peak_20874_lociStitched	6	2841849	2884344	6	12	14983.737	155	1
3_NA_peak_13029_lociStitched	19	41803893	41816188	3	6	14948.261	156	1
6_NA_peak_17634_lociStitched	3	49370989	49382958	6	12	14927.7368	157	1
4_NA_peak_4944_lociStitched	11	71810816	71830724	4	8	14923.0368	158	1
6_NA_peak_21590_lociStitched	6	44205633	44233191	6	12	14856.5178	159	1
3_NA_peak_2799_lociStitched	1	234735752	234747039	3	6	14850.3059	160	1
4_NA_peak_13305_lociStitched	19	50370747	50381046	4	8	14843.9487	161	1
5_NA_peak_12201_lociStitched	19	2041874	2061861	5	10	14802.3722	162	1
3_NA_peak_24793_lociStitched	8	146012537	146024057	3	6	14785.92	163	1
6_NA_peak_343_lociStitched	1	15842466	15853469	6	12	14779.2296	164	1
4_NA_peak_15408_lociStitched	2	233924723	233948124	4	8	14768.3711	165	1
4_NA_peak_11450_lociStitched	17	74711885	74733889	4	8	14749.2812	166	1
5_NA_peak_21424_lociStitched	6	34192205	34217200	5	10	14739.5515	167	1
3_NA_peak_24973_lociStitched	9	35096444	35114702	3	6	14730.5544	168	1
4_NA_peak_25969_lociStitched	X	189248	200281	4	8	14640.791	169	1
4_NA_peak_10389_lociStitched	17	7108443	7123592	4	8	14612.7254	170	1
3_NA_peak_8562_lociStitched	15	45110353	45130569	3	6	14579.7792	171	1
5_NA_peak_24581_lociStitched	8	134580491	134588291	5	10	14512.68	172	1
3_NA_peak_23994_lociStitched	8	95908810	95917899	3	6	14488.7749	173	1
4_NA_peak_638_lociStitched	1	28763856	28782280	4	8	14411.2528	174	1
4_NA_peak_25886_lociStitched	GL000214.1	118582	136397	4	8	14360.6715	175	1
5_NA_peak_16197_lociStitched	20	61545990	61569578	5	10	14358.0156	176	1
4_NA_peak_4128_lociStitched	11	795995	819926	4	8	14308.3449	177	1
4_NA_peak_15281_lociStitched	2	219181241	219197287	4	8	14306.6136	178	1
4_NA_peak_16221_lociStitched	20	62478403	62496852	4	8	14259.2321	179	1
4_NA_peak_18721_lociStitched	3	196358843	196367628	4	8	14258.055	180	1
8_NA_peak_25887_lociStitched	GL000216.1	138160	169528	8	16	14143.8312	181	1
3_NA_peak_3869_lociStitched	10	104941557	104962409	3	6	14031.3108	182	1
4_NA_peak_13440_lociStitched	19	55759574	55771006	4	8	14005.3432	183	1
4_NA_peak_26426_lociStitched	X	49020445	49033588	4	8	13847.4648	184	1
4_NA_peak_18709_lociStitched	3	196227821	196239610	4	8	13843.8227	185	1
3_NA_peak_6582_lociStitched	12	111020848	111029529	3	6	13801.0538	186	1
6_NA_peak_21197_lociStitched	6	27094632	27125229	6	12	13692.1575	187	1
2_NA_peak_26333_lociStitched	X	45618249	45626929	2	4	13546.008	188	1
4_NA_peak_556_lociStitched	1	26946653	26966176	4	8	13527.4867	189	1
3_NA_peak_4512_lociStitched	11	47415223	47428932	3	6	13522.5576	190	1
8_NA_peak_4645_lociStitched	11	62413919	62446371	8	16	13480.5608	191	1
4_NA_peak_187_lociStitched	1	6663323	6685418	4	8	13422.7125	192	1
6_NA_peak_7512_lociStitched	14	20923102	20946420	6	12	13379.8684	193	1
3_NA_peak_2878_lociStitched	1	246729909	246741830	3	6	13347.9437	194	1
3_NA_peak_24004_lociStitched	8	96142714	96157842	3	6	13332.3064	195	1
6_NA_peak_21303_lociStitched	6	31154113	31184290	6	12	13299.0039	196	1
2_NA_peak_99_lociStitched	1	2509683	2517663	2	4	13286.7	197	1
4_NA_peak_10937_lociStitched	17	41150659	41176858	4	8	13264.5537	198	1
3_NA_peak_10947_lociStitched	17	41381809	41400799	3	6	13236.03	199	1
4_NA_peak_26070_lociStitched	X	12965349	12975665	4	8	13229.2384	200	1
7_NA_peak_4794_lociStitched	11	65661171	65696141	7	14	13215.163	201	1
4_NA_peak_18132_lociStitched	3	127469061	127494759	4	8	13208.772	202	1
4_NA_peak_17703_lociStitched	3	52312493	52333172	4	8	13199.4057	203	1
3_NA_peak_24187_lociStitched	8	104450829	104458310	3	6	13119.4297	204	1
6_NA_peak_25632_lociStitched	9	132221882	132251115	6	12	13034.9947	205	1
5_NA_peak_17221_lociStitched	3	10269619	10290308	5	10	12994.7609	206	1
2_NA_peak_8857_lociStitched	15	72754567	72766909	2	4	12964.0368	207	1
6_NA_peak_10769_lociStitched	17	33887472	33914647	6	12	12959.7575	208	1
4_NA_peak_9153_lociStitched	15	93351866	93374324	4	8	12958.266	209	1
3_NA_peak_117_lociStitched	1	3087555	3098838	3	6	12912.2652	210	1
5_NA_peak_25010_lociStitched	9	36142933	36155011	5	10	12906.5508	211	1
4_NA_peak_11199_lociStitched	17	57906320	57915930	4	8	12890.854	212	1
5_NA_peak_12557_lociStitched	19	13208513	13229387	5	10	12835.4226	213	1
4_NA_peak_21290_lociStitched	6	30583207	30594784	4	8	12823.8429	214	1
8_NA_peak_1989_lociStitched	1	156066825	156096509	8	16	12790.8356	215	1
4_NA_peak_24993_lociStitched	9	35635822	35658147	4	8	12781.0625	216	1
3_NA_peak_25244_lociStitched	9	91925493	91933563	3	6	12728.004	217	1
4_NA_peak_14128_lociStitched	2	64938109	64959191	4	8	12720.8788	218	1
3_NA_peak_24737_lociStitched	8	145016653	145026742	3	6	12680.8641	219	1
5_NA_peak_4669_lociStitched	11	62599426	62609459	5	10	12657.6328	220	1
4_NA_peak_11081_lociStitched	17	47753459	47765774	4	8	12637.653	221	1
4_NA_peak_10623_lociStitched	17	25660232	25680666	4	8	12634.3422	222	1
3_NA_peak_12642_lociStitched	19	16244763	16260362	3	6	12625.8306	223	1
4_NA_peak_4459_lociStitched	11	44580967	44600879	4	8	12578.4104	224	1
5_NA_peak_10855_lociStitched	17	38255073	38278499	5	10	12556.336	225	1
3_NA_peak_24635_lociStitched	8	141646114	141656830	3	6	12546.2928	226	1
7_NA_peak_13228_lociStitched	19	48752343	48774559	7	14	12512.0512	227	1
3_NA_peak_870_lociStitched	1	40618460	40627278	3	6	12506.5694	228	1
3_NA_peak_16909_lociStitched	22	39457038	39473554	3	6	12472.8832	229	1
5_NA_peak_21091_lociStitched	6	21588987	21610529	5	10	12462.047	230	1
3_NA_peak_15157_lociStitched	2	201981125	201993769	3	6	12445.4892	231	1
5_NA_peak_2578_lociStitched	1	211752309	211786664	5	10	12436.51	232	1
4_NA_peak_25528_lociStitched	9	127615773	127632114	4	8	12397.9167	233	1
3_NA_peak_11572_lociStitched	17	79818248	79829533	3	6	12394.3155	234	1
4_NA_peak_24783_lociStitched	8	145734231	145754314	4	8	12383.1778	235	1
3_NA_peak_24623_lociStitched	8	141467622	141474724	3	6	12348.2474	236	1
4_NA_peak_4186_lociStitched	11	3806166	3829617	4	8	12346.9515	237	1
5_NA_peak_5333_lociStitched	11	118955703	118974022	5	10	12334.1827	238	1
5_NA_peak_9308_lociStitched	16	2563804	2588210	5	10	12283.5398	239	1
5_NA_peak_15129_lociStitched	2	198299565	198318440	5	10	12278.1875	240	1
3_NA_peak_2500_lociStitched	1	204476524	204485711	3	6	12273.832	241	1
3_NA_peak_20917_lociStitched	6	6713081	6724721	3	6	12270.888	242	1
5_NA_peak_16105_lociStitched	20	52225461	52240466	5	10	12244.08	243	1
4_NA_peak_12534_lociStitched	19	12833164	12848206	4	8	12242.6838	244	1
4_NA_peak_13399_lociStitched	19	54370630	54382976	4	8	12241.059	245	1
4_NA_peak_26457_lociStitched	X	53449342	53461569	4	8	12202.546	246	1
5_NA_peak_355_lociStitched	1	16162071	16176217	5	10	12141.5118	247	1
7_NA_peak_9659_lociStitched	16	30064850	30087608	7	14	12066.2916	248	1
4_NA_peak_11196_lociStitched	17	57864976	57882665	4	8	11986.0664	249	1
5_NA_peak_17496_lociStitched	3	42623299	42652992	5	10	11963.3097	250	1
4_NA_peak_2924_lociStitched	10	977076	1001193	4	8	11957.2086	251	1
4_NA_peak_23454_lociStitched	8	41998117	42010879	4	8	11931.1938	252	1
2_NA_peak_16100_lociStitched	20	52198143	52210045	2	4	11926.9942	253	1
5_NA_peak_5546_lociStitched	12	6561406	6580212	5	10	11909.8398	254	1
4_NA_peak_6146_lociStitched	12	56497774	56512456	4	8	11905.6338	255	1
3_NA_peak_23864_lociStitched	8	82042877	82060621	3	6	11899.1264	256	1
3_NA_peak_24553_lociStitched	8	133772754	133787838	3	6	11857.5324	257	1
3_NA_peak_5373_lociStitched	11	122932713	122941343	3	6	11853.305	258	1
4_NA_peak_4506_lociStitched	11	47270553	47291325	4	8	11850.426	259	1
3_NA_peak_23730_lociStitched	8	66858052	66864772	3	6	11818.464	260	1
3_NA_peak_19022_lociStitched	4	40305104	40318659	3	6	11765.74	261	1
4_NA_peak_14139_lociStitched	2	65068426	65092389	4	8	11732.2848	262	1
4_NA_peak_11950_lociStitched	18	47002742	47018611	4	8	11716.0827	263	1
3_NA_peak_23916_lociStitched	8	88928614	88930654	3	6	11707.56	264	1
3_NA_peak_5703_lociStitched	12	12869977	12877262	3	6	11685.14	265	1
5_NA_peak_17394_lociStitched	3	32426386	32444766	5	10	11665.786	266	1
6_NA_peak_86_lociStitched	1	2210977	2232930	6	12	11650.4571	267	1
2_NA_peak_642_lociStitched	1	28833299	28844895	2	4	11635.4264	268	1
2_NA_peak_23644_lociStitched	8	59967884	59978634	2	4	11612.15	269	1
3_NA_peak_5300_lociStitched	11	118112163	118134956	3	6	11603.9163	270	1
4_NA_peak_24649_lociStitched	8	142129215	142138873	4	8	11596.3606	271	1
4_NA_peak_514_lociStitched	1	25559405	25574555	4	8	11591.265	272	1
4_NA_peak_500_lociStitched	1	25049105	25072207	4	8	11587.9632	273	1
5_NA_peak_20721_lociStitched	5	175857762	175875765	5	10	11575.929	274	1
3_NA_peak_548_lociStitched	1	26632919	26645652	3	6	11537.3713	275	1
4_NA_peak_7174_lociStitched	13	48718931	48737062	4	8	11527.6898	276	1
5_NA_peak_9292_lociStitched	16	2009797	2034382	5	10	11520.531	277	1
5_NA_peak_18953_lociStitched	4	26858914	26887208	5	10	11504.3404	278	1
2_NA_peak_15379_lociStitched	2	232469809	232479403	2	4	11467.7082	279	1
5_NA_peak_4633_lociStitched	11	62318889	62323644	5	10	11454.795	280	1
4_NA_peak_24745_lociStitched	8	145150190	145159569	4	8	11379.5407	281	1
6_NA_peak_21938_lociStitched	6	111180628	111196699	6	12	11346.126	282	1
3_NA_peak_1849_lociStitched	1	150972253	150981226	3	6	11240.4771	283	1
3_NA_peak_39_lociStitched	1	1334334	1342955	3	6	11214.1968	284	1
2_NA_peak_4392_lociStitched	11	33279134	33288621	2	4	11212.6853	285	1
2_NA_peak_24152_lociStitched	8	103666889	103675196	2	4	11205.3123	286	1
4_NA_peak_25708_lociStitched	9	136202794	136223609	4	8	11194.307	287	1
5_NA_peak_12235_lociStitched	19	2770805	2785780	5	10	11193.8125	288	1
5_NA_peak_9665_lociStitched	16	30194422	30211280	5	10	11171.7966	289	1
4_NA_peak_8467_lociStitched	15	40616262	40627559	4	8	11162.5657	290	1
5_NA_peak_3188_lociStitched	10	26719714	26738103	5	10	11136.3784	291	1
6_NA_peak_13279_lociStitched	19	49954888	49977651	6	12	11135.6596	292	1
4_NA_peak_24402_lociStitched	8	124489396	124514691	4	8	11101.9755	293	1
5_NA_peak_25567_lociStitched	9	130546236	130565533	5	10	11037.884	294	1
3_NA_peak_21983_lociStitched	6	116771469	116786031	3	6	11029.2588	295	1
4_NA_peak_23679_lociStitched	8	61812206	61824790	4	8	11027.3592	296	1
4_NA_peak_23656_lociStitched	8	60532839	60544080	4	8	11020.6764	297	1
3_NA_peak_16562_lociStitched	21	48041518	48055277	3	6	11004.4482	298	1
3_NA_peak_6192_lociStitched	12	57873177	57881982	3	6	10996.5645	299	1
3_NA_peak_21376_lociStitched	6	32806433	32821726	3	6	10984.9619	300	1
3_NA_peak_4891_lociStitched	11	68596026	68609139	3	6	10957.2228	301	1
3_NA_peak_24350_lociStitched	8	120868489	120886138	3	6	10944.1449	302	1
3_NA_peak_5872_lociStitched	12	31881644	31900325	3	6	10904.0997	303	1
3_NA_peak_24367_lociStitched	8	121816379	121824084	3	6	10899.493	304	1
3_NA_peak_13298_lociStitched	19	50316690	50321063	3	6	10884.397	305	1
3_NA_peak_16397_lociStitched	21	38731469	38739226	3	6	10882.2953	306	1
6_NA_peak_2019_lociStitched	1	156541984	156571067	6	12	10874.1337	307	1
4_NA_peak_3238_lociStitched	10	31016654	31027639	4	8	10866.362	308	1
3_NA_peak_5923_lociStitched	12	46120884	46124369	3	6	10860.654	309	1
3_NA_peak_806_lociStitched	1	37940342	37952481	3	6	10857.1216	310	1
7_NA_peak_14266_lociStitched	2	74682363	74709896	7	14	10853.5086	311	1
4_NA_peak_4777_lociStitched	11	65408074	65430931	4	8	10829.6466	312	1
4_NA_peak_17652_lociStitched	3	49840919	49851254	4	8	10789.74	313	1
4_NA_peak_13032_lociStitched	19	41858969	41870430	4	8	10777.9244	314	1
4_NA_peak_229_lociStitched	1	8763153	8773544	4	8	10742.2158	315	1
4_NA_peak_6451_lociStitched	12	98885079	98909672	4	8	10729.9259	316	1
4_NA_peak_16107_lociStitched	20	52258868	52276797	4	8	10723.3349	317	1
5_NA_peak_24778_lociStitched	8	145669686	145690581	5	10	10706.598	318	1
3_NA_peak_15389_lociStitched	2	232571515	232573691	3	6	10696.5632	319	1
2_NA_peak_16581_lociStitched	22	18111317	18121722	2	4	10688.016	320	1
6_NA_peak_10423_lociStitched	17	7738751	7747562	6	12	10653.3801	321	1
5_NA_peak_4219_lociStitched	11	6624663	6640237	5	10	10635.4846	322	1
5_NA_peak_10647_lociStitched	17	27038001	27055877	5	10	10625.4944	323	1
4_NA_peak_16995_lociStitched	22	42466596	42486564	4	8	10622.976	324	1
3_NA_peak_18363_lociStitched	3	151911579	151922851	3	6	10609.2064	325	1
3_NA_peak_1831_lociStitched	1	150583744	150585837	3	6	10598.7427	326	1
4_NA_peak_24572_lociStitched	8	134511176	134513355	4	8	10557.9087	327	1
5_NA_peak_11804_lociStitched	18	21059649	21083700	5	10	10551.1737	328	1
5_NA_peak_23392_lociStitched	8	29939576	29953329	5	10	10525.1709	329	1
5_NA_peak_9675_lociStitched	16	30406344	30441249	5	10	10499.424	330	1
3_NA_peak_12262_lociStitched	19	3500804	3506457	3	6	10498.1863	331	1
3_NA_peak_5738_lociStitched	12	15104915	15113024	3	6	10489.8024	332	1
4_NA_peak_19221_lociStitched	4	77910326	77929434	4	8	10486.4704	333	1
4_NA_peak_6170_lociStitched	12	57023708	57040261	4	8	10479.7043	334	1
