chr3	32426386	32444766	CMTM7
chr1	2210977	2232930	SKI
chr1	28833299	28844895	RCC1
chr8	59967884	59978634	TOX
chr11	118112163	118134956	MPZL3
chr8	142129215	142138873	DENND3
chr1	25559405	25574555	C1ORF63
chr1	25049105	25072207	CLIC4
chr5	175857762	175875765	FAF2
chr1	26632919	26645652	CD52
chr13	48718931	48737062	MED4
chr16	2009797	2034382	TBL3
chr4	26858914	26887208	STIM2
chr2	232469809	232479403	C2ORF57
chr11	62318889	62323644	AHNAK
chr8	145150190	145159569	SHARPIN
chr6	111180628	111196699	AMD1
chr1	150972253	150981226	FAM63A
chr1	1334334	1342955	LOC148413
chr11	33279134	33288621	HIPK3
chr8	103666889	103675196	KLF10
chr9	136202794	136223609	MED22
chr19	2770805	2785780	SGTA
chr16	30194422	30211280	CORO1A
chr15	40616262	40627559	C15ORF52
chr10	26719714	26738103	APBB1IP
chr19	49954888	49977651	ALDH16A1
chr8	124489396	124514691	FBXO32
chr9	130546236	130565533	CDK9
chr6	116771469	116786031	FAM26F
chr8	61812206	61824790	LOC100130298
chr8	60532839	60544080	TOX
chr21	48041518	48055277	PRMT2
chr12	57873177	57881982	ARHGAP9
chr6	32806433	32821726	PSMB8
chr11	68596026	68609139	CPT1A
chr8	120868489	120886138	DEPDC6
chr12	31881644	31900325	AMN1
chr8	121816379	121824084	SNTB1
chr19	50316690	50321063	FUZ
chr21	38731469	38739226	DYRK1A
chr1	156541984	156571067	APOA1BP
chr10	31016654	31027639	LYZL2
chr12	46120884	46124369	LOC400027
chr1	37940342	37952481	ZC3H12A
chr2	74682363	74709896	MOGS
chr11	65408074	65430931	RELA
chr3	49840919	49851254	UBA7
chr19	41858969	41870430	TGFB1
chr1	8763153	8773544	RERE
chr12	98885079	98909672	TMPO
chr20	52258868	52276797	ZNF217
chr8	145669686	145690581	CYHR1
chr2	232571515	232573691	PTMA
chr22	18111317	18121722	ATP6V1E1
chr17	7738751	7747562	KDM6B
chr11	6624663	6640237	TAF10
chr17	27038001	27055877	RPL23A
chr22	42466596	42486564	C22ORF32
chr3	151911579	151922851	MBNL1
chr1	150583744	150585837	ENSA
chr8	134511176	134513355	ST3GAL1
chr18	21059649	21083700	C18ORF8
chr8	29939576	29953329	TMEM66
chr16	30406344	30441249	ZNF771
chr19	3500804	3506457	FZR1
chr12	15104915	15113024	ARHGDIB
chr4	77910326	77929434	SEPT11
chr12	57023708	57040261	BAZ2A
chr1	150122790	150134941	PLEKHO1
chr2	74405715	74432941	MTHFD2
chr6	37150682	37160224	PIM1
chr2	219081602	219094546	ARPC2
chr3	149094784	149106109	TM4SF1
chr17	260342	268858	C17ORF97
chr14	24891522	24912378	KHNYN
chr11	61583677	61603086	FADS2
chr8	67025267	67036539	TRIM55
chr14	50319189	50346864	SDCCAG1
chr6	14903809	14932819	JARID2
chr17	80164378	80186602	CCDC57
chr1	1440814	1447257	ATAD3A
chr19	42746656	42758986	GSK3A
chr11	33913129	33934380	LMO2
chr15	93443729	93447899	MIR3175
chr2	43451539	43454278	ZFP36L2
chr17	2296931	2305237	MNT
chr6	26021443	26033003	HIST1H4B
chr1	167586145	167599668	RCSD1
chr1	6041035	6052377	NPHP4
chr19	14116922	14117881	RFX1
chr9	96920258	96929448	MIRLET7A1
chr2	48571505	48584736	FOXN2
chr2	208030119	208041607	KLF7
chr19	59084582	59086987	MZF1
chr1	1310449	1318079	AURKAIP1
chr16	67867622	67892301	NUTF2
chr10	88843596	88855115	GLUD1
chr2	239314843	239335880	ASB1
chr1	54873661	54882523	SSBP3
chrX	118813266	118826869	SEPT6
chr2	99061157	99082120	INPP4A
chr2	232409505	232422271	NMUR1
chr4	38656654	38669263	KLF3
chr3	177041040	177063350	TBL1XR1
chr9	131446309	131465887	SET
chr8	108459823	108470141	ANGPT1
chr2	197023459	197035918	STK17B
chr6	31620641	31634047	C6ORF47
chr19	33778296	33794415	CEBPA
chr8	90643773	90656390	RIPK2
chr12	14425794	14437326	ATF7IP
chr9	127021892	127040875	NEK6
chr19	18263076	18284324	PIK3R2
