REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mapped_sorted.bam
10_NA_peak_12392_lociStitched	19	4059037	4090261	10	20	17388.6456
5_NA_peak_25916_lociStitched	9	133103092	133134265	5	10	20022.4179
11_NA_peak_21456_lociStitched	6	27807704	27838868	11	22	28371.7056
6_NA_peak_13593_lociStitched	19	55624483	55655239	6	12	19111.7784
6_NA_peak_21437_lociStitched	6	27126853	27157451	6	12	13567.1532
5_NA_peak_4697_lociStitched	11	62591371	62621963	5	10	15730.4064
5_NA_peak_10425_lociStitched	17	4967690	4998114	5	10	9291.4896
6_NA_peak_21543_lociStitched	6	31186335	31216513	6	12	13278.32
8_NA_peak_3163_lociStitched	10	17200202	17230364	8	16	39660.0138
6_NA_peak_67_lociStitched	1	1890649	1920703	6	12	24761.4906
5_NA_peak_16028_lociStitched	20	36462626	36492477	5	10	6988.1191
6_NA_peak_990_lociStitched	1	44800008	44829714	6	12	46314.6246
5_NA_peak_17679_lociStitched	3	42581808	42611500	5	10	11885.7076
8_NA_peak_2031_lociStitched	1	156097034	156126718	8	16	12743.3412
7_NA_peak_26642_lociStitched	X	49147592	49177241	7	14	28718.0214
8_NA_peak_2149_lociStitched	1	161440669	161470301	8	16	7408.0
6_NA_peak_2001_lociStitched	1	155244269	155273889	6	12	9395.464
5_NA_peak_11652_lociStitched	17	80992040	81021196	5	10	8394.0124
6_NA_peak_2052_lociStitched	1	156572192	156601275	6	12	10818.876
5_NA_peak_21268_lociStitched	6	14903577	14932588	5	10	10206.0698
7_NA_peak_13545_lociStitched	19	54179686	54208657	7	14	23912.6634
6_NA_peak_25844_lociStitched	9	129460907	129489824	6	12	11916.6957
7_NA_peak_20265_lociStitched	5	49602070	49630954	7	14	12590.5356
4_NA_peak_83_lociStitched	1	2227520	2256051	4	8	20011.6434
5_NA_peak_10352_lociStitched	17	2030378	2058850	5	10	7377.0952
5_NA_peak_19140_lociStitched	4	26857291	26885585	5	10	11461.8994
6_NA_peak_1984_lociStitched	1	154955624	154983480	6	12	20162.1728
7_NA_peak_7793_lociStitched	14	49852471	49880146	7	14	10225.9125
6_NA_peak_21826_lociStitched	6	44237896	44265455	6	12	14796.4271
7_NA_peak_622_lociStitched	1	28232811	28260361	7	14	21475.225
7_NA_peak_14400_lociStitched	2	74455236	74482769	7	14	10823.2223
9_NA_peak_4817_lociStitched	11	65471923	65499454	9	18	33205.1391
7_NA_peak_5380_lociStitched	11	118912832	118940255	7	14	17026.9407
4_NA_peak_133_lociStitched	1	3583517	3610835	4	8	33308.8374
5_NA_peak_4177_lociStitched	11	568961	596191	5	10	7864.024
5_NA_peak_14395_lociStitched	2	74178594	74205822	5	10	10403.8188
6_NA_peak_10857_lociStitched	17	35560453	35587634	6	12	12951.7465
7_NA_peak_788_lociStitched	1	36374472	36401353	7	14	26311.1228
4_NA_peak_26075_lociStitched	GL000225.1	6869	33707	4	8	6371.3412
5_NA_peak_17231_lociStitched	22	45310074	45336774	5	10	9099.36
5_NA_peak_10303_lociStitched	17	105774	132068	5	10	4493.6446
5_NA_peak_22567_lociStitched	6	157297769	157323998	5	10	9248.3454
4_NA_peak_11020_lociStitched	17	42998642	43024841	4	8	13243.5945
8_NA_peak_6839_lociStitched	12	123432263	123458375	8	16	19602.2784
4_NA_peak_4768_lociStitched	11	64359299	64385402	4	8	5330.2326
6_NA_peak_12062_lociStitched	18	50281391	50307439	6	12	5819.1232
4_NA_peak_10630_lociStitched	17	17824189	17849953	4	8	19353.9168
4_NA_peak_18324_lociStitched	3	127750218	127775917	4	8	13163.0278
4_NA_peak_217_lociStitched	1	8423595	8449196	4	8	16141.4305
6_NA_peak_5639_lociStitched	12	6927823	6953359	6	12	20071.296
6_NA_peak_3830_lociStitched	10	97401057	97426449	6	12	20234.8848
4_NA_peak_24628_lociStitched	8	123477156	123502458	4	8	11074.6854
5_NA_peak_390_lociStitched	1	16889306	16914417	5	10	50663.9536
5_NA_peak_13373_lociStitched	19	48468657	48493733	5	10	7846.2804
6_NA_peak_21657_lociStitched	6	34224428	34249424	6	12	14672.652
4_NA_peak_14971_lociStitched	2	160395168	160420102	4	8	5856.9966
3_NA_peak_5344_lociStitched	11	117849753	117874469	3	6	6302.58
4_NA_peak_10024_lociStitched	16	67833718	67858398	4	8	10039.824
4_NA_peak_6502_lociStitched	12	98491301	98515894	4	8	10683.1992
5_NA_peak_9363_lociStitched	16	1959796	1984381	5	10	11505.78
4_NA_peak_15430_lociStitched	2	224015020	224039573	4	8	9465.1815
6_NA_peak_27066_lociStitched	Y	11305401	11329927	6	12	6840.3014
7_NA_peak_17816_lociStitched	3	49333566	49357995	7	14	27101.5326
5_NA_peak_9380_lociStitched	16	2513803	2538208	5	10	12243.9885
3_NA_peak_19150_lociStitched	4	36244256	36268626	3	6	7423.102
7_NA_peak_12829_lociStitched	19	18280644	18304992	7	14	28304.55
4_NA_peak_14409_lociStitched	2	74549237	74573439	4	8	15259.361
4_NA_peak_6812_lociStitched	12	122871639	122895754	4	8	19026.735
4_NA_peak_2962_lociStitched	10	931143	955253	4	8	11929.628
4_NA_peak_7271_lociStitched	13	49604558	49628626	4	8	5877.4056
5_NA_peak_11906_lociStitched	18	23479685	23503736	5	10	10481.4258
6_NA_peak_20924_lociStitched	5	172765090	172789064	6	12	23993.1792
4_NA_peak_14271_lociStitched	2	64841292	64865255	4	8	11686.7551
4_NA_peak_4193_lociStitched	11	795995	819927	4	8	14258.6856
4_NA_peak_24617_lociStitched	8	123072780	123096598	4	8	20733.569
4_NA_peak_19859_lociStitched	4	153426480	153450288	4	8	5649.6384
5_NA_peak_2059_lociStitched	1	156728565	156752264	5	10	18051.5283
5_NA_peak_3403_lociStitched	10	43397108	43420730	5	10	27687.3462
5_NA_peak_21795_lociStitched	6	43053598	43077205	5	10	7880.0166
5_NA_peak_16323_lociStitched	20	62914638	62938227	5	10	14320.8819
5_NA_peak_11597_lociStitched	17	78736210	78759794	5	10	17329.5232
4_NA_peak_4826_lociStitched	11	65547094	65570657	4	8	9239.0523
4_NA_peak_24931_lociStitched	8	143267711	143291193	4	8	9552.4776
4_NA_peak_4252_lociStitched	11	3784935	3808387	4	8	12302.9192
5_NA_peak_10938_lociStitched	17	40098820	40122246	5	10	12523.5396
4_NA_peak_15513_lociStitched	2	233060013	233083419	4	8	14731.7364
4_NA_peak_6227_lociStitched	12	56677124	56700525	4	8	19025.013
6_NA_peak_7575_lociStitched	14	20454940	20478262	6	12	13349.5128
6_NA_peak_10471_lociStitched	17	7238138	7261441	6	12	20275.9403
4_NA_peak_497_lociStitched	1	24722614	24745769	4	8	11663.1735
7_NA_peak_824_lociStitched	1	37989786	38012933	7	14	27216.2426
5_NA_peak_11001_lociStitched	17	42554992	42577990	5	10	9541.8702
5_NA_peak_7986_lociStitched	14	68793708	68816616	5	10	15529.3332
6_NA_peak_18721_lociStitched	3	179451143	179474035	6	12	9433.7932
13_NA_peak_9822_lociStitched	16	34572698	34595530	13	26	33967.1664
3_NA_peak_5357_lociStitched	11	118241448	118264241	3	6	11567.4475
3_NA_peak_13632_lociStitched	19	57477376	57500169	3	6	2985.883
5_NA_peak_26716_lociStitched	X	65655890	65678655	5	10	25904.2935
6_NA_peak_13406_lociStitched	19	49451630	49474394	6	12	11042.8164
4_NA_peak_23371_lociStitched	7	135147836	135170594	4	8	8138.2608
7_NA_peak_9728_lociStitched	16	30053529	30076283	7	14	11982.2564
5_NA_peak_13562_lociStitched	19	55166434	55189169	5	10	3353.4125
6_NA_peak_26060_lociStitched	GL000220.1	97284	119993	6	12	15814.5476
4_NA_peak_21481_lociStitched	6	28202724	28225375	4	8	3264.0091
6_NA_peak_26986_lociStitched	X	149503330	149525943	6	12	15336.1366
5_NA_peak_10114_lociStitched	16	73036003	73058547	5	10	5710.3952
5_NA_peak_80_lociStitched	1	2189873	2212416	5	10	17387.4159
4_NA_peak_9224_lociStitched	15	92808637	92831095	4	8	12908.8584
4_NA_peak_24981_lociStitched	8	144125814	144148204	4	8	8586.565
4_NA_peak_25221_lociStitched	9	35635825	35658149	4	8	12717.9828
4_NA_peak_18705_lociStitched	3	177323253	177345562	4	8	9958.7376
3_NA_peak_24750_lociStitched	8	129643165	129665461	3	6	22485.516
4_NA_peak_18088_lociStitched	3	100628523	100650796	4	8	5748.6613
4_NA_peak_11697_lociStitched	17	82206502	82228725	4	8	10204.8016
6_NA_peak_13837_lociStitched	2	23905236	23927454	6	12	17101.1946
7_NA_peak_13356_lociStitched	19	48249086	48271303	7	14	12472.6238
3_NA_peak_1915_lociStitched	1	151897873	151920086	3	6	6357.3606
3_NA_peak_4834_lociStitched	11	65640603	65662744	3	6	9102.1651
4_NA_peak_190_lociStitched	1	6603263	6625357	4	8	13380.1264
4_NA_peak_2336_lociStitched	1	181022655	181044670	4	8	7967.2285
4_NA_peak_11558_lociStitched	17	76715803	76737810	4	8	14707.2781
6_NA_peak_90_lociStitched	1	2279537	2301506	6	12	11652.3576
4_NA_peak_4897_lociStitched	11	67266867	67288793	4	8	25252.1742
5_NA_peak_605_lociStitched	1	27863722	27885496	5	10	16981.5426
3_NA_peak_13769_lociStitched	2	11133210	11154895	3	6	4026.9045
4_NA_peak_9322_lociStitched	16	668478	690142	4	8	7773.0432
3_NA_peak_1507_lociStitched	1	109090916	109112515	3	6	6438.6619
4_NA_peak_19124_lociStitched	4	26197800	26219384	4	8	4580.1248
6_NA_peak_11262_lociStitched	17	58331084	58352638	6	12	24672.8638
5_NA_peak_21331_lociStitched	6	21588755	21610298	5	10	12430.311
5_NA_peak_21096_lociStitched	6	2719187	2740701	5	10	15122.1906
4_NA_peak_21501_lociStitched	6	28922882	28944371	4	8	7147.2414
3_NA_peak_13371_lociStitched	19	48424707	48446156	3	6	7605.8154
3_NA_peak_20062_lociStitched	5	11212636	11234070	3	6	3510.8892
4_NA_peak_11490_lociStitched	17	75110284	75131688	4	8	6142.948
4_NA_peak_24169_lociStitched	8	89834608	89855984	4	8	11840.1664
7_NA_peak_26399_lociStitched	X	30577235	30598546	7	14	27261.0312
3_NA_peak_5593_lociStitched	12	6205293	6226601	3	6	5333.3924
6_NA_peak_23081_lociStitched	7	76359227	76380522	6	12	4186.597
4_NA_peak_12821_lociStitched	19	18152266	18173531	4	8	9756.382
4_NA_peak_4467_lociStitched	11	33891582	33912833	4	8	10145.2274
4_NA_peak_25857_lociStitched	9	129823942	129845162	4	8	7393.048
3_NA_peak_20331_lociStitched	5	59275789	59297004	3	6	4879.45
4_NA_peak_2751_lociStitched	1	226717882	226739023	4	8	8439.4872
4_NA_peak_14261_lociStitched	2	64710975	64732057	4	8	12672.3902
4_NA_peak_14331_lociStitched	2	69894263	69915308	4	8	7231.062
4_NA_peak_15565_lociStitched	2	238406202	238427240	4	8	9995.1538
5_NA_peak_14574_lociStitched	2	98444694	98465657	5	10	9965.8102
5_NA_peak_25000_lociStitched	8	144444296	144465197	5	10	10667.8704
3_NA_peak_2096_lociStitched	1	160098714	160119605	3	6	4163.5763
5_NA_peak_5517_lociStitched	12	622312	643193	5	10	15090.6987
5_NA_peak_12668_lociStitched	19	13097699	13118572	5	10	12730.4427
3_NA_peak_20978_lociStitched	5	177406087	177426947	3	6	5867.918
5_NA_peak_7688_lociStitched	14	24422316	24443172	5	10	10277.8368
4_NA_peak_4203_lociStitched	11	1309460	1330315	4	8	3486.956
3_NA_peak_3926_lociStitched	10	103181800	103202653	3	6	14036.1543
4_NA_peak_25926_lociStitched	9	133335957	133356733	4	8	11152.5568
5_NA_peak_4574_lociStitched	11	47249002	47269774	5	10	11804.7276
5_NA_peak_17400_lociStitched	3	10227935	10248623	5	10	12930.0
7_NA_peak_13693_lociStitched	19	58538676	58559361	7	14	16870.686
4_NA_peak_17887_lociStitched	3	52278478	52299156	4	8	13142.9368
3_NA_peak_15834_lociStitched	20	18567577	18588158	3	6	3375.284
3_NA_peak_1284_lociStitched	1	77219263	77239807	3	6	2594.7072
4_NA_peak_10964_lociStitched	17	41645813	41666302	4	8	4378.4993
4_NA_peak_1691_lociStitched	1	124737269	124757734	4	8	2351.4285
3_NA_peak_10708_lociStitched	17	27333206	27353636	3	6	12552.192
6_NA_peak_21600_lociStitched	6	32175840	32196210	6	12	22873.473
3_NA_peak_26441_lociStitched	X	39751194	39771510	3	6	9012.1776
5_NA_peak_23182_lociStitched	7	100081509	100101777	5	10	5314.2696
4_NA_peak_6605_lociStitched	12	109880149	109900405	4	8	8904.5376
6_NA_peak_11032_lociStitched	17	43231911	43252165	6	12	51637.573
3_NA_peak_10956_lociStitched	17	41099827	41120071	3	6	3415.1628
3_NA_peak_8632_lociStitched	15	44818155	44838371	3	6	14504.98
3_NA_peak_688_lociStitched	1	31869229	31889413	3	6	6026.9424
4_NA_peak_20181_lociStitched	5	39156214	39176343	4	8	6405.0478
4_NA_peak_25009_lociStitched	8	144508848	144528930	4	8	12336.3726
5_NA_peak_12310_lociStitched	19	2041875	2061862	5	10	14748.4073
4_NA_peak_17174_lociStitched	22	42070591	42090560	4	8	10595.5514
4_NA_peak_148_lociStitched	1	3880592	3900546	4	8	22212.7928
4_NA_peak_11402_lociStitched	17	65765602	65785528	4	8	3359.5236
4_NA_peak_4526_lociStitched	11	44559417	44579329	4	8	12544.56
4_NA_peak_4999_lociStitched	11	72099770	72119677	4	8	14866.5476
4_NA_peak_24954_lociStitched	8	143597335	143617236	4	8	19889.0594
4_NA_peak_10867_lociStitched	17	36183485	36203302	4	8	11474.043
4_NA_peak_18769_lociStitched	3	184472792	184492543	4	8	7211.0901
3_NA_peak_2455_lociStitched	1	199182273	199202001	3	6	5371.9344
3_NA_peak_56_lociStitched	1	1659135	1678822	3	6	23592.9008
5_NA_peak_25815_lociStitched	9	128684025	128703608	5	10	9936.4142
4_NA_peak_5003_lociStitched	11	72205387	72224957	4	8	7160.663
6_NA_peak_3399_lociStitched	10	43121558	43141092	6	12	7108.4226
4_NA_peak_555_lociStitched	1	26620162	26639685	4	8	13492.3453
7_NA_peak_4674_lociStitched	11	61816158	61835614	7	14	10305.8432
3_NA_peak_2470_lociStitched	1	200231432	200250882	3	6	6402.94
5_NA_peak_26451_lociStitched	X	40090202	40109624	5	10	9631.3698
4_NA_peak_12079_lociStitched	18	54250359	54269767	4	8	6767.5696
3_NA_peak_9126_lociStitched	15	85474963	85494311	3	6	4316.5388
9_NA_peak_9843_lociStitched	16	46380859	46400168	9	18	56401.589
3_NA_peak_20998_lociStitched	5	178467375	178486674	3	6	10639.5387
5_NA_peak_25784_lociStitched	9	127783957	127803254	5	10	10995.4306
4_NA_peak_3392_lociStitched	10	42067287	42086530	4	8	9615.7271
5_NA_peak_859_lociStitched	1	39995647	40014768	5	10	6141.6652
4_NA_peak_19408_lociStitched	4	76989172	77008281	4	8	10435.4249
4_NA_peak_13111_lociStitched	19	39390992	39410046	4	8	24116.6478
4_NA_peak_25729_lociStitched	9	124259614	124278597	4	8	9724.9909
3_NA_peak_5799_lociStitched	12	15527619	15546584	3	6	3286.6345
4_NA_peak_25548_lociStitched	9	98037941	98056900	4	8	8878.4997
5_NA_peak_15235_lociStitched	2	197434839	197453716	5	10	12262.4992
4_NA_peak_24790_lociStitched	8	133074564	133093397	4	8	18510.9557
4_NA_peak_12694_lociStitched	19	14024029	14042860	4	8	7389.2844
3_NA_peak_25358_lociStitched	9	71629925	71648736	3	6	8611.6758
5_NA_peak_5609_lociStitched	12	6452240	6471046	5	10	11864.7054
4_NA_peak_4646_lociStitched	11	60377785	60396582	4	8	5890.9798
5_NA_peak_23953_lociStitched	8	65912153	65930845	5	10	16475.1288
3_NA_peak_5924_lociStitched	12	31728711	31747391	3	6	10866.156
4_NA_peak_6688_lociStitched	12	113403912	113422552	4	8	7461.592
5_NA_peak_691_lociStitched	1	31937999	31956606	5	10	20274.1872
4_NA_peak_9346_lociStitched	16	1526700	1545191	4	8	7429.6838
4_NA_peak_16346_lociStitched	20	63847051	63865496	4	8	14204.4945
4_NA_peak_8226_lociStitched	14	92531076	92549520	4	8	8884.4748
4_NA_peak_15944_lociStitched	20	31604135	31622579	4	8	6069.9204
4_NA_peak_636_lociStitched	1	28437345	28455769	4	8	14344.9264
3_NA_peak_3349_lociStitched	10	40268035	40286449	3	6	1132.461
5_NA_peak_19177_lociStitched	4	38743661	38762066	5	10	6841.1385
5_NA_peak_17576_lociStitched	3	32384894	32403279	5	10	11634.028
4_NA_peak_837_lociStitched	1	39197950	39216332	4	8	23080.4392
5_NA_peak_3231_lociStitched	10	26430785	26449162	5	10	11070.3048
4_NA_peak_20811_lociStitched	5	149062325	149080673	4	8	5541.096
3_NA_peak_13814_lociStitched	2	19971556	19989884	3	6	4858.7528
5_NA_peak_5390_lociStitched	11	119084993	119103311	5	10	12306.0324
3_NA_peak_12795_lociStitched	19	17451356	17469656	3	6	4082.73
5_NA_peak_16642_lociStitched	21	42496118	42514407	5	10	7966.6884
3_NA_peak_9372_lociStitched	16	2205585	2223855	3	6	6061.986
3_NA_peak_25201_lociStitched	9	35096447	35114705	3	6	14683.0836
3_NA_peak_11487_lociStitched	17	75077644	75095897	3	6	5959.6045
4_NA_peak_7393_lociStitched	13	77326897	77345141	4	8	9545.2608
6_NA_peak_14253_lociStitched	2	64636314	64654526	6	12	17645.6068
4_NA_peak_4376_lociStitched	11	14625814	14643960	4	8	4968.3748
4_NA_peak_7232_lociStitched	13	48144796	48162926	4	8	11465.412
3_NA_peak_10067_lociStitched	16	69754691	69772766	3	6	5539.9875
3_NA_peak_8767_lociStitched	15	59354603	59372661	3	6	5401.1478
5_NA_peak_982_lociStitched	1	44722051	44740095	5	10	16618.524
3_NA_peak_17341_lociStitched	3	4741767	4759800	3	6	6172.6959
5_NA_peak_20957_lociStitched	5	176430760	176448759	5	10	11468.9628
3_NA_peak_14491_lociStitched	2	87584566	87602546	3	6	4520.172
3_NA_peak_8838_lociStitched	15	65286569	65304549	3	6	9524.006
4_NA_peak_24378_lociStitched	8	102788859	102806826	4	8	16292.4756
3_NA_peak_16806_lociStitched	22	20320502	20338460	3	6	2997.1902
4_NA_peak_16229_lociStitched	20	53642329	53660257	4	8	10683.2952
3_NA_peak_24747_lociStitched	8	129575625	129593545	3	6	32598.272
3_NA_peak_19373_lociStitched	4	74038676	74056591	3	6	4530.7035
5_NA_peak_10730_lociStitched	17	28710983	28728859	5	10	10571.8664
3_NA_peak_17690_lociStitched	3	43162767	43180611	3	6	4857.1368
4_NA_peak_24398_lociStitched	8	103353891	103371683	4	8	8419.1744
3_NA_peak_14724_lociStitched	2	113218041	113235830	3	6	9540.2407
3_NA_peak_24086_lociStitched	8	81130643	81148374	3	6	11840.7618
3_NA_peak_2105_lociStitched	1	160523050	160540780	3	6	5905.863
4_NA_peak_11291_lociStitched	17	59787615	59805335	4	8	11948.596
4_NA_peak_11508_lociStitched	17	75571156	75588867	4	8	5511.6632
3_NA_peak_3803_lociStitched	10	95890036	95907741	3	6	4077.4615
4_NA_peak_2145_lociStitched	1	161381890	161399578	4	8	7911.8424
4_NA_peak_26415_lociStitched	X	37745886	37763541	4	8	8575.0335
3_NA_peak_24577_lociStitched	8	119856249	119873898	3	6	10915.9065
3_NA_peak_26194_lociStitched	X	1232622	1250212	3	6	8158.242
5_NA_peak_11711_lociStitched	17	82519342	82536873	5	10	7885.4438
3_NA_peak_1774_lociStitched	1	146369826	146387320	3	6	10316.2118
3_NA_peak_17392_lociStitched	3	10009043	10026529	3	6	4520.131
4_NA_peak_6869_lociStitched	12	124863759	124881238	4	8	7951.1971
5_NA_peak_12319_lociStitched	19	2151274	2168725	5	10	9053.5788
4_NA_peak_11046_lociStitched	17	43350773	43368217	4	8	9142.4004
3_NA_peak_8336_lociStitched	14	104678050	104695479	3	6	9397.7168
3_NA_peak_16939_lociStitched	22	30266128	30283546	3	6	7035.1302
6_NA_peak_4715_lociStitched	11	62754042	62771419	6	12	5769.164
3_NA_peak_21478_lociStitched	6	28124665	28141998	3	6	6770.2698
4_NA_peak_11413_lociStitched	17	67360460	67377782	4	8	7782.7746
3_NA_peak_22484_lociStitched	6	148683840	148701153	3	6	2751.0357
4_NA_peak_24359_lociStitched	8	102395142	102412451	4	8	24658.4014
3_NA_peak_2740_lociStitched	1	226110599	226127868	3	6	5130.6199
4_NA_peak_24300_lociStitched	8	100150782	100168051	4	8	16203.5027
5_NA_peak_9703_lociStitched	16	29453604	29470783	5	10	7352.612
3_NA_peak_6663_lociStitched	12	112108577	112125720	3	6	5019.4704
5_NA_peak_12261_lociStitched	19	1021371	1038509	5	10	6899.7588
3_NA_peak_21412_lociStitched	6	26305061	26322127	3	6	4539.556
3_NA_peak_9571_lociStitched	16	19114152	19131202	3	6	6801.245
4_NA_peak_20765_lociStitched	5	140547965	140564993	4	8	3679.7508
3_NA_peak_7727_lociStitched	14	34539522	34556508	3	6	19970.4402
5_NA_peak_8360_lociStitched	14	105474437	105491421	5	10	18699.384
3_NA_peak_9658_lociStitched	16	27367922	27384882	3	6	3741.376
4_NA_peak_19293_lociStitched	4	55329543	55346488	4	8	6135.7845
3_NA_peak_1066_lociStitched	1	51297242	51314185	3	6	5364.1538
5_NA_peak_5694_lociStitched	12	9318208	9335117	5	10	4695.6293
5_NA_peak_9738_lociStitched	16	30183101	30199959	5	10	11082.4492
3_NA_peak_24003_lociStitched	8	67952297	67969143	3	6	34355.7324
3_NA_peak_11610_lociStitched	17	78916570	78933363	3	6	7592.1153
4_NA_peak_16691_lociStitched	21	44550134	44566916	4	8	15046.7412
3_NA_peak_13253_lociStitched	19	45076277	45093058	3	6	7455.7983
3_NA_peak_297_lociStitched	1	11719651	11736302	3	6	8442.057
3_NA_peak_11282_lociStitched	17	59365569	59382186	3	6	9488.307
3_NA_peak_14516_lociStitched	2	90381673	90398232	3	6	6550.7404
3_NA_peak_20694_lociStitched	5	132410761	132427319	3	6	8476.0402
4_NA_peak_6221_lociStitched	12	56629924	56646477	4	8	10441.6324
4_NA_peak_12540_lociStitched	19	9818921	9835460	4	8	5481.0246
4_NA_peak_14429_lociStitched	2	84889356	84905893	4	8	3451.2719
3_NA_peak_12747_lociStitched	19	16070502	16086975	3	6	9635.0577
3_NA_peak_6005_lociStitched	12	47803018	47819479	3	6	17109.5634
3_NA_peak_17089_lociStitched	22	39061033	39077492	3	6	12304.7484
4_NA_peak_21219_lociStitched	6	12044764	12061190	4	8	6182.7464
3_NA_peak_2157_lociStitched	1	161524314	161540699	3	6	4789.3355
3_NA_peak_3571_lociStitched	10	69318476	69334845	3	6	6100.7263
4_NA_peak_25744_lociStitched	9	124853494	124869835	4	8	12337.455
5_NA_peak_16401_lociStitched	21	8218229	8234515	5	10	17774.5404
5_NA_peak_17478_lociStitched	3	15795783	15812063	5	10	24918.168
5_NA_peak_6911_lociStitched	12	132429407	132445683	5	10	6912.4172
4_NA_peak_21058_lociStitched	5	181207280	181223465	4	8	4965.558
5_NA_peak_26374_lociStitched	X	23767220	23783387	5	10	16555.008
3_NA_peak_1766_lociStitched	1	146168637	146184801	3	6	8469.936
3_NA_peak_25117_lociStitched	9	20605066	20621217	3	6	4375.3059
4_NA_peak_18600_lociStitched	3	156664607	156680754	4	8	5817.7641
3_NA_peak_4212_lociStitched	11	1889732	1905876	3	6	7863.7424
3_NA_peak_2070_lociStitched	1	157138642	157154782	3	6	4627.338
3_NA_peak_23510_lociStitched	7	158847787	158863913	3	6	3770.2588
4_NA_peak_12979_lociStitched	19	33287390	33303508	4	8	9798.1322
6_NA_peak_22183_lociStitched	6	110859425	110875496	6	12	11289.8775
4_NA_peak_8907_lociStitched	15	69452318	69468372	4	8	4861.1512
4_NA_peak_15385_lociStitched	2	218316518	218332567	4	8	14245.0924
4_NA_peak_24647_lociStitched	8	124247311	124263304	4	8	12087.5094
3_NA_peak_12268_lociStitched	19	1088394	1104367	3	6	7820.3808
3_NA_peak_9070_lociStitched	15	80984710	81000679	3	6	7296.2361
3_NA_peak_17732_lociStitched	3	45630902	45646859	3	6	7262.0307
3_NA_peak_27045_lociStitched	X	154542458	154558344	3	6	4382.9474
3_NA_peak_12273_lociStitched	19	1189429	1205313	3	6	3626.3172
4_NA_peak_12057_lociStitched	18	49476373	49492242	4	8	11677.9971
3_NA_peak_5_lociStitched	1	183942	199788	3	6	4343.3886
